Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Maurice Harris,WAS,@DAL,2,25,0,2.5
,Johnny Holton,OAK,NYG,2,25,0,2.5
,Aldrick Robinson,SF,@CHI,2,25,0,2.5
,Demarcus Robinson,KC,@NYJ,2,25,0,2.5
,Tyrell Williams,LAC,CLE,2,25,0,2.5
,Tavon Austin,LAR,@ARI,1,10,0,2.0
,Bennie Fowler,DEN,@MIA,2,20,0,2.0
,Justin Hardy,ATL,MIN,1,20,0,2.0
,Braxton Miller,HOU,@TEN,1,20,0,2.0
,Willie Snead,NO,CAR,1,20,0,2.0
,Laquon Treadwell,MIN,@ATL,1,20,0,2.0
,Ricardo Louis,CLE,@LAC,1,15,0,1.5
,Brice Butler,DAL,WAS,1,10,0,1.0
,Phillip Dorsett,NE,@BUF,1,10,0,1.0
,Chris Godwin,TB,@GB,1,10,0,1.0
,Ryan Grant,WAS,@DAL,1,10,0,1.0
,T.J. Jones,DET,@BAL,1,10,0,1.0
,Rishard Matthews,TEN,HOU,1,10,0,1.0
