Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
28,Jerick McKinnon,RB,5,MIN,CHI,8.8,34.4,3.8,0.2,4.3,2.9,18.8,0.1,0.1,0.1,6.92
29,Wayne Gallman,RB,5,NYG,LAC,11.2,43.1,3.9,0.3,1.7,1.2,9.7,0.0,0.1,0.1,6.88
30,Chris Johnson,RB,5,ARI,PHI,11.3,42.2,3.8,0.3,1.9,1.3,10.0,0.0,0.1,0.1,6.82
31,Derrick Henry,RB,5,TEN,MIA,10.0,44.4,4.4,0.3,1.3,0.9,6.9,0.0,0.1,0.1,6.73
32,Tarik Cohen,RB,5,CHI,MIN,6.6,28.2,4.0,0.1,5.6,4.1,30.1,0.1,0.2,0.2,6.63
33,Jamaal Williams,RB,5,GB,DAL,8.6,34.0,3.8,0.3,2.3,1.7,13.2,0.0,0.1,0.1,6.32
34,Alex Collins,RB,5,BAL,OAK,10.4,46.0,4.6,0.2,1.9,1.4,10.5,0.0,0.3,0.3,6.25
35,Andre Ellington,RB,5,ARI,PHI,4.6,17.0,3.4,0.1,5.0,3.8,34.7,0.1,0.1,0.1,6.17
36,Thomas Rawls,RB,5,SEA,LAR,9.0,36.2,4.0,0.3,1.4,1.1,8.0,0.0,0.1,0.1,6.02
37,Elijah McGuire,RB,5,NYJ,CLE,8.3,35.8,4.5,0.2,2.2,1.5,13.6,0.0,0.1,0.1,5.94
38,Javorius Allen,RB,5,BAL,OAK,5.7,22.1,3.7,0.1,5.0,3.6,26.9,0.1,0.1,0.1,5.90
39,Corey Clement,RB,5,PHI,ARI,8.7,33.1,3.7,0.3,1.7,1.3,9.4,0.0,0.1,0.1,5.85
40,Theo Riddick,RB,5,DET,CAR,3.3,11.4,3.7,0.1,5.9,4.0,29.4,0.2,0.1,0.1,5.68
41,Eddie Lacy,RB,5,SEA,LAR,9.8,40.5,4.0,0.2,1.1,0.8,5.5,0.0,0.1,0.1,5.60
42,Giovani Bernard,RB,5,CIN,BUF,5.1,21.0,4.2,0.1,3.5,2.6,24.2,0.1,0.1,0.1,5.52
43,JD McKissic,RB,5,SEA,LAR,4.8,21.9,4.4,0.2,3.4,2.0,15.7,0.1,0.1,0.1,5.36
44,Orleans Darkwa,RB,5,NYG,LAC,8.5,33.4,4.1,0.2,1.4,1.0,7.4,0.0,0.1,0.1,5.08
45,D'Onta Foreman,RB,5,HOU,KC,8.0,33.0,4.1,0.2,1.1,0.8,7.0,0.0,0.1,0.1,5.00
46,Shane Vereen,RB,5,NYG,LAC,4.3,17.9,4.5,0.1,3.4,2.5,19.8,0.1,0.1,0.1,4.77
47,Matt Breida,RB,5,SF,IND,5.7,24.9,4.2,0.2,1.9,1.4,11.8,0.0,0.1,0.1,4.67
48,Robert Turbin,RB,5,IND,SF,4.3,16.9,4.2,0.2,2.2,1.7,13.2,0.1,0.1,0.1,4.61
49,Chris Ivory,RB,5,JAX,PIT,5.6,22.3,3.7,0.1,2.7,1.9,14.2,0.1,0.2,0.2,4.45
50,Terrance West,RB,5,BAL,OAK,6.9,27.3,3.9,0.2,1.2,0.8,6.3,0.0,0.1,0.1,4.36
