Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
29,Jay Ajayi,RB,12,PHI,CHI,10.9,47.4,4.3,0.3,1.7,1.2,9.2,0.1,0.1,0.1,7.86
30,Doug Martin,RB,12,TB,ATL,14.4,60.3,4.3,0.2,1.8,1.2,8.1,0.0,0.1,0.1,7.84
31,Ameer Abdullah,RB,12,DET,MIN,14.1,48.7,3.5,0.2,2.6,1.9,13.6,0.1,0.1,0.1,7.83
32,Devontae Booker,RB,12,DEN,OAK,8.9,39.4,4.3,0.2,3.7,2.6,20.3,0.1,0.1,0.1,7.57
33,Bilal Powell,RB,12,NYJ,CAR,10.7,41.0,3.7,0.2,3.6,2.5,18.5,0.1,0.1,0.1,7.55
34,Danny Woodhead,RB,12,BAL,HOU,5.6,17.2,2.8,0.1,5.7,4.1,36.8,0.2,0.0,0.0,7.20
35,Duke Johnson,RB,12,CLE,CIN,6.2,27.6,4.7,0.1,5.6,4.1,33.3,0.1,0.1,0.1,7.09
36,Derrick Henry,RB,12,TEN,IND,10.5,41.3,4.1,0.4,1.2,0.8,7.0,0.0,0.1,0.1,7.03
37,Damien Williams,RB,12,MIA,NE,8.8,37.4,4.1,0.1,3.9,2.7,21.4,0.1,0.1,0.1,6.88
38,Kenyan Drake,RB,12,MIA,NE,9.5,43.5,4.4,0.1,3.0,2.0,14.3,0.1,0.1,0.1,6.78
39,Jonathan Stewart,RB,12,CAR,NYJ,13.1,48.0,3.7,0.3,0.8,0.6,3.8,0.0,0.1,0.1,6.78
40,Rod Smith,RB,12,DAL,LAC,8.1,31.8,4.0,0.2,2.9,2.2,15.7,0.1,0.0,0.0,6.55
41,Marlon Mack,RB,12,IND,TEN,8.2,30.4,3.8,0.3,2.2,1.5,12.8,0.1,0.1,0.1,6.52
42,James White,RB,12,NE,MIA,4.0,13.1,3.2,0.2,5.1,3.5,29.9,0.2,0.1,0.1,6.50
43,Elijah McGuire,RB,12,NYJ,CAR,8.9,30.2,3.3,0.2,3.2,2.2,17.5,0.1,0.1,0.1,6.37
44,CJ Anderson,RB,12,DEN,OAK,10.2,45.2,4.5,0.2,1.3,0.9,6.7,0.0,0.1,0.1,6.19
45,LeGarrette Blount,RB,12,PHI,CHI,9.4,41.6,4.7,0.3,0.4,0.3,2.3,0.0,0.1,0.1,5.99
46,Terron Ward,RB,12,ATL,TB,6.8,27.7,4.0,0.3,2.1,1.5,13.7,0.0,0.0,0.0,5.94
47,JD McKissic,RB,12,SEA,SF,5.7,24.2,4.0,0.1,5.1,3.0,23.3,0.1,0.1,0.1,5.75
48,Theo Riddick,RB,12,DET,MIN,4.4,15.2,3.8,0.1,4.9,3.3,26.2,0.2,0.1,0.1,5.74
49,Corey Clement,RB,12,PHI,CHI,6.9,33.2,4.7,0.2,1.2,0.9,7.4,0.0,0.0,0.0,5.26
50,Eddie Lacy,RB,12,SEA,SF,9.4,32.8,3.7,0.2,0.9,0.7,5.2,0.0,0.0,0.0,5.00
