Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
31,Kerwynn Williams,RB,2,ARI,IND,8.4,37.5,4.8,0.4,2.6,1.9,16.2,0.0,0.1,0.1,7.57
32,Ameer Abdullah,RB,2,DET,NYG,10.0,38.6,3.9,0.2,3.5,2.6,19.3,0.1,0.1,0.1,7.39
33,Joe Mixon,RB,2,CIN,HOU,9.1,35.8,4.0,0.3,3.0,2.1,15.9,0.1,0.1,0.1,7.37
34,Tarik Cohen,RB,2,CHI,TB,5.7,25.6,4.3,0.2,5.1,3.7,32.0,0.1,0.1,0.1,7.36
35,Matt Forte,RB,2,NYJ,OAK,8.8,36.0,4.0,0.2,3.8,2.6,21.5,0.1,0.1,0.1,7.35
36,Javorius Allen,RB,2,BAL,CLE,7.4,29.8,4.3,0.2,3.9,2.8,21.3,0.1,0.1,0.1,6.71
37,James White,RB,2,NE,NO,4.4,18.5,4.5,0.1,5.1,3.5,32.0,0.2,0.1,0.1,6.65
38,Giovani Bernard,RB,2,CIN,HOU,7.1,28.4,4.0,0.2,3.5,2.6,21.9,0.1,0.1,0.1,6.63
39,Thomas Rawls,RB,2,SEA,SF,8.1,37.4,4.6,0.3,1.2,0.9,7.2,0.0,0.1,0.1,6.06
40,Jamaal Charles,RB,2,DEN,DAL,7.1,32.9,4.7,0.2,2.7,1.8,14.9,0.1,0.3,0.3,5.98
41,Theo Riddick,RB,2,DET,NYG,3.1,11.3,3.7,0.1,6.4,4.3,32.3,0.2,0.1,0.1,5.96
42,Duke Johnson,RB,2,CLE,BAL,4.3,16.7,4.2,0.1,5.4,4.0,32.2,0.1,0.1,0.1,5.89
43,Charles Sims,RB,2,TB,CHI,6.1,23.8,4.0,0.1,4.0,2.8,24.6,0.1,0.1,0.1,5.84
44,Darren Sproles,RB,2,PHI,KC,4.3,18.8,4.8,0.1,5.2,3.6,27.8,0.1,0.1,0.1,5.66
45,Shane Vereen,RB,2,NYG,DET,3.0,12.2,4.0,0.1,5.6,4.1,34.2,0.1,0.1,0.1,5.64
46,Alvin Kamara,RB,2,NO,NE,4.3,18.4,4.5,0.1,4.2,3.2,26.7,0.1,0.1,0.1,5.51
47,Chris Thompson,RB,2,WAS,LAR,3.9,17.6,4.5,0.1,4.5,3.3,26.6,0.1,0.1,0.1,5.42
48,Adrian Peterson,RB,2,NO,NE,7.8,32.4,4.0,0.3,1.6,1.2,9.1,0.0,0.3,0.3,5.35
49,Chris Carson,RB,2,SEA,SF,6.3,28.6,4.8,0.2,2.4,1.6,14.1,0.0,0.1,0.1,5.27
50,Andre Ellington,RB,2,ARI,IND,3.6,14.6,3.8,0.1,3.8,2.9,25.9,0.1,0.1,0.1,5.05
