Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
38,Adrian Peterson,RB,6,ARI,TB,12.5,45.2,3.8,0.3,0.9,0.7,5.9,0.0,0.1,0.1,6.71
39,James White,RB,6,NE,NYJ,3.9,12.2,3.0,0.1,5.9,4.1,34.7,0.2,0.1,0.1,6.29
40,Derrick Henry,RB,6,TEN,IND,8.9,36.3,4.0,0.4,0.6,0.4,3.3,0.0,0.1,0.1,6.16
41,Tarik Cohen,RB,6,CHI,BAL,5.4,22.0,4.4,0.1,4.4,3.2,23.1,0.1,0.1,0.1,5.51
42,Wayne Gallman,RB,6,NYG,DEN,8.9,34.9,3.9,0.1,3.3,2.3,15.3,0.0,0.1,0.1,5.42
43,D'Onta Foreman,RB,6,HOU,CLE,8.5,35.0,4.4,0.3,0.4,0.3,2.9,0.0,0.1,0.1,5.39
44,Matt Breida,RB,6,SF,WAS,7.4,28.5,4.0,0.2,2.4,1.7,13.7,0.0,0.1,0.1,5.22
45,Chris Ivory,RB,6,JAX,LAR,6.8,31.1,4.4,0.1,2.1,1.5,10.0,0.1,0.1,0.1,5.11
46,Jamaal Charles,RB,6,DEN,NYG,6.2,34.0,5.7,0.2,1.3,0.9,7.1,0.0,0.1,0.1,5.11
47,Jalen Richard,RB,6,OAK,LAC,4.9,23.2,4.6,0.2,1.8,1.2,9.9,0.1,0.1,0.1,4.91
48,Marlon Mack,RB,6,IND,TEN,7.4,30.9,4.4,0.2,1.3,0.9,7.2,0.0,0.1,0.1,4.81
49,Shane Vereen,RB,6,NYG,DEN,3.4,12.1,4.0,0.0,5.0,3.7,30.2,0.1,0.1,0.1,4.63
50,Deandre Washington,RB,6,OAK,LAC,3.5,13.1,3.2,0.1,2.9,2.2,17.7,0.1,0.0,0.0,4.28
