Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
20,Lamar Miller,RB,17,HOU,IND,14.3,53.0,3.8,0.3,3.2,2.3,16.9,0.1,0.1,0.1,9.19
21,Malcolm Brown,RB,17,LAR,SF,14.3,52.5,3.7,0.4,2.6,1.8,13.5,0.0,0.0,0.0,9.00
22,Wayne Gallman,RB,17,NYG,WAS,12.2,47.8,4.0,0.2,4.2,2.9,22.6,0.1,0.0,0.0,8.84
23,Akeem Hunt,RB,17,KC,DEN,14.9,55.1,3.7,0.2,3.3,2.2,15.2,0.1,0.0,0.0,8.83
24,Isaiah Crowell,RB,17,CLE,PIT,14.9,58.7,3.9,0.3,2.9,2.0,13.3,0.0,0.1,0.1,8.80
25,Theo Riddick,RB,17,DET,GB,8.0,28.1,3.5,0.2,6.2,4.2,35.6,0.2,0.0,0.0,8.77
26,Jordan Howard,RB,17,CHI,MIN,15.4,59.6,4.0,0.3,2.1,1.5,11.0,0.0,0.1,0.1,8.66
27,Jerick McKinnon,RB,17,MIN,CHI,10.9,42.3,3.8,0.2,5.2,3.5,26.2,0.1,0.0,0.0,8.65
28,Stevan Ridley,RB,17,PIT,CLE,16.4,55.8,3.5,0.4,1.2,0.9,5.9,0.0,0.0,0.0,8.57
29,Peyton Barber,RB,17,TB,NO,13.7,53.0,3.8,0.4,1.6,1.2,8.2,0.0,0.0,0.0,8.52
30,Mike Davis,RB,17,SEA,ARI,15.0,50.6,3.4,0.3,3.0,2.0,14.8,0.0,0.0,0.0,8.34
31,Bilal Powell,RB,17,NYJ,NE,13.0,54.5,4.2,0.2,3.9,2.7,18.7,0.0,0.1,0.1,8.32
32,Duke Johnson,RB,17,CLE,PIT,6.4,25.2,4.2,0.1,6.0,4.4,38.1,0.2,0.0,0.0,8.13
33,Kerwynn Williams,RB,17,ARI,SEA,14.4,53.3,3.8,0.2,1.9,1.4,10.4,0.0,0.0,0.0,7.57
34,Tevin Coleman,RB,17,ATL,CAR,8.7,35.6,4.0,0.3,2.1,1.6,15.4,0.1,0.1,0.1,7.30
35,Devontae Booker,RB,17,DEN,KC,7.7,30.2,3.8,0.2,4.0,2.8,21.7,0.1,0.0,0.0,6.99
36,Giovani Bernard,RB,17,CIN,BAL,9.1,31.8,3.6,0.2,3.6,2.7,21.8,0.1,0.1,0.1,6.96
37,Danny Woodhead,RB,17,BAL,CIN,3.5,12.7,3.2,0.1,5.5,4.0,32.2,0.2,0.0,0.0,6.29
38,Joe Mixon,RB,17,CIN,BAL,9.4,37.2,4.1,0.2,2.6,1.8,13.5,0.0,0.0,0.0,6.27
39,Tion Green,RB,17,DET,GB,9.4,35.2,3.9,0.4,1.6,1.2,6.5,0.0,0.2,0.2,6.17
40,Alfred Blue,RB,17,HOU,IND,10.0,41.0,4.1,0.2,1.4,1.0,7.2,0.0,0.0,0.0,6.02
41,Matt Breida,RB,17,SF,LAR,8.0,35.1,4.4,0.2,2.2,1.6,13.1,0.0,0.0,0.0,6.02
42,Marlon Mack,RB,17,IND,HOU,7.4,27.3,3.9,0.2,2.2,1.5,13.3,0.1,0.0,0.0,5.86
43,Elijah McGuire,RB,17,NYJ,NE,7.9,31.2,3.9,0.2,2.2,1.5,11.2,0.1,0.1,0.1,5.84
44,Fitzgerald Toussaint,RB,17,PIT,CLE,9.3,32.7,3.7,0.2,2.7,1.9,13.3,0.0,0.0,0.0,5.80
45,Orleans Darkwa,RB,17,NYG,WAS,8.9,34.7,3.9,0.2,1.7,1.2,8.9,0.0,0.0,0.0,5.56
46,TJ Yeldon,RB,17,JAX,TEN,5.2,20.9,4.2,0.1,4.6,3.1,21.7,0.1,0.0,0.0,5.46
47,Javorius Allen,RB,17,BAL,CIN,7.1,27.2,3.9,0.2,1.9,1.4,10.9,0.0,0.0,0.0,5.01
48,Kapri Bibbs,RB,17,WAS,NYG,5.5,23.8,4.0,0.1,2.8,2.1,18.5,0.0,0.0,0.0,4.83
49,Corey Clement,RB,17,PHI,DAL,6.2,25.0,4.2,0.2,1.6,1.2,9.8,0.0,0.0,0.0,4.68
50,Ameer Abdullah,RB,17,DET,GB,4.9,19.3,3.8,0.1,2.4,1.8,13.9,0.1,0.1,0.1,4.32
